brand,model_year,mileage,fuel_type,transmission,engine_size,horsepower,body_type,color,num_cylinders,fuel_efficiency,mileage_category,owner_count,is_accident_free,has_service_history,age_years,price,price_per_hp,price_per_cc
Subaru,2018,61516,Petrol,Automatic,4.3,434,Convertible,Orange,6,22.2,Medium,3,1,0,6,49722.91361904491,114.56892538950441,11.563468283498818
Audi,2022,20538,Hybrid,Manual,2.7,428,Wagon,Yellow,6,28.4,Low,1,0,0,2,143336.40842969593,334.89815053667274,53.08755867766516
Lexus,2012,63918,Hybrid,Automatic,1.3,400,Coupe,White,12,17.5,Medium,1,0,0,12,58238.979009431714,145.5974475235793,44.79921462263978
BMW,2019,146045,LPG,CVT,2.1,147,Coupe,White,6,35.5,Low,2,0,0,5,42602.020768418,289.80966509127893,20.286676556389523
Nissan,2012,71155,Petrol,Automatic,4.9,107,Hatchback,Blue,8,30.0,Medium,1,1,1,12,10152.68816169298,94.8849360905886,2.0719771758557104
Toyota,2016,231312,Hybrid,CVT,3.4,353,SUV,Orange,4,14.1,High,3,1,1,8,25126.035681493344,71.1785713356752,7.390010494556866
Mercedes-Benz,2023,59500,Petrol,CVT,3.8,361,Pickup,Black,12,17.9,Low,1,1,1,1,170206.9894716183,471.4875054615465,44.79131301884692
Lexus,2013,167647,Petrol,Automatic,1.0,439,SUV,White,8,29.2,High,1,0,0,11,16719.119387110983,38.084554412553494,16.719119387110982
Mazda,2022,236527,LPG,Semi-Automatic,3.1,482,Convertible,Green,4,45.5,Low,2,0,1,2,44872.531175025826,93.09653770752246,14.475010056459944
Audi,2017,173333,Petrol,Manual,1.2,390,Wagon,Brown,4,32.7,High,2,0,0,7,18498.40258655571,47.431801503989,15.415335488796424
Ford,2022,110659,Diesel,Semi-Automatic,3.3,198,SUV,Yellow,4,37.3,High,3,1,0,2,21486.57480758635,108.51805458376944,6.5110832750261665
Toyota,2016,27716,Diesel,Semi-Automatic,4.7,459,Coupe,Yellow,6,23.6,Medium,2,1,1,8,22417.917577605785,48.84077903617818,4.769769697362933
BMW,2014,134308,Electric,Automatic,4.9,213,Pickup,White,4,32.9,Low,3,1,1,10,66781.92733924354,313.53017530161287,13.628964763110927
Honda,2016,146920,LPG,Manual,3.2,208,SUV,Green,6,27.9,Medium,3,1,0,8,16411.960487764525,78.9036561911756,5.128737652426414
Tesla,2012,2352,Electric,Manual,2.8,87,Pickup,Brown,4,36.4,High,2,1,0,12,21374.642705491187,245.68554833897917,7.633800966246852
Hyundai,2021,133004,Diesel,Semi-Automatic,4.8,130,Wagon,Red,4,12.0,Low,1,1,1,3,45397.299538576,349.20999645058464,9.457770737203333
Lexus,2011,76449,Electric,Automatic,3.7,420,Coupe,Gray,6,29.7,High,2,0,0,13,47969.15477136417,114.21227326515279,12.964636424693019
Volkswagen,2015,8556,LPG,Manual,1.3,360,Pickup,Gray,6,21.8,High,1,1,0,9,37263.94483684045,103.51095788011236,28.664572951415728
Hyundai,2011,86836,LPG,Semi-Automatic,2.9,254,SUV,Gray,8,23.0,High,1,1,0,13,8213.807305055454,32.337824035651394,2.832347346570846
BMW,2012,136570,Petrol,Manual,2.0,262,Coupe,Blue,4,48.4,High,3,1,1,12,15268.610871963689,58.27714073268584,7.634305435981845
Chevrolet,2015,207190,Hybrid,Automatic,2.9,271,Hatchback,Yellow,6,17.3,Medium,3,1,0,9,15471.026692382457,57.08865938148508,5.334836790476709
Subaru,2014,50098,Petrol,Automatic,2.8,328,Hatchback,Silver,8,22.4,High,2,0,0,10,23546.985140976696,71.78958884444114,8.40963755034882
Chevrolet,2017,195458,LPG,Automatic,3.3,314,Convertible,Silver,8,30.4,Medium,1,0,0,7,29348.848156363572,93.46766928778207,8.893590350413204
Honda,2018,112169,Diesel,Manual,2.4,162,Hatchback,Blue,6,44.5,High,2,1,0,6,20515.69004635693,126.64006201454895,8.548204185982053
Lexus,2020,140641,Diesel,CVT,1.7,172,SUV,White,4,26.7,Low,3,0,0,4,54225.57909511495,315.2649947390404,31.897399467714674
Volkswagen,2012,247199,Petrol,Manual,3.0,452,Wagon,Orange,8,39.8,High,1,0,0,12,7065.836976274652,15.632382690873126,2.355278992091551
Ford,2021,126060,LPG,CVT,4.3,473,Coupe,Orange,4,44.3,High,2,0,0,3,53777.80591179086,113.69514991921959,12.506466491114153
Honda,2019,187954,Diesel,Automatic,3.7,391,Pickup,Gray,4,22.4,Low,2,0,1,5,24956.277665274618,63.82679709788905,6.744939909533681
Lexus,2012,201465,LPG,Semi-Automatic,2.4,347,Sedan,Orange,8,25.7,Low,3,0,1,12,7960.1820908201435,22.94000602541828,3.3167425378417263
Kia,2012,130544,Diesel,CVT,4.7,496,Hatchback,White,6,24.3,High,3,0,1,12,7202.511849053469,14.521193244059413,1.5324493295858443
Hyundai,2022,340,LPG,Automatic,4.6,199,Hatchback,Red,4,43.3,High,3,0,0,2,35643.286361478386,179.11199176622304,7.748540513364866
Honda,2022,175021,Electric,Automatic,1.8,150,Sedan,Blue,12,11.8,Medium,3,1,1,2,55085.1018177119,367.2340121180793,30.602834343173274
Hyundai,2015,82302,LPG,CVT,1.2,96,Pickup,Red,6,22.3,Low,2,0,1,9,11155.995120291782,116.2082825030394,9.29666260024315
Toyota,2010,193515,LPG,Semi-Automatic,4.0,332,Pickup,Yellow,8,37.2,Low,3,1,0,14,5743.471802537716,17.29961386306541,1.435867950634429
Chevrolet,2016,222740,Petrol,Automatic,4.3,201,Sedan,Orange,12,32.6,Medium,3,0,1,8,6812.096091747294,33.89102533207609,1.5842083934296032
Toyota,2021,205099,Electric,CVT,4.9,459,Pickup,Brown,4,27.5,High,2,0,0,3,62673.33371873869,136.54321071620632,12.790476269130346
Tesla,2010,138,Hybrid,Semi-Automatic,4.6,89,SUV,Gray,6,31.6,High,2,0,0,14,38548.57527754222,433.1300592982272,8.380125060335265
Kia,2023,131430,Petrol,Semi-Automatic,3.4,366,Pickup,Blue,12,17.9,Low,1,1,0,1,64809.880748071955,177.07617690730044,19.06172963178587
Volkswagen,2014,119619,Hybrid,Automatic,3.1,395,Coupe,Gray,6,27.2,Medium,2,0,1,10,43894.35222689446,111.12494234656825,14.159468460288535
Ford,2019,206322,Diesel,Manual,1.1,405,Pickup,Orange,4,30.1,High,1,1,0,5,24560.191411180487,60.64244792884071,22.327446737436805
Mazda,2022,85376,Hybrid,Manual,2.0,352,Hatchback,Black,6,46.0,Low,3,0,1,2,23665.537572762598,67.23164083171193,11.8327687863813
Hyundai,2017,99931,LPG,Automatic,2.8,385,Wagon,Orange,12,20.4,High,1,0,0,7,20951.25455359378,54.41884299634748,7.482590911997778
Ford,2013,161726,Hybrid,Semi-Automatic,3.5,372,SUV,Blue,6,44.7,High,1,1,0,11,11969.309182778257,32.17556231929639,3.4198026236509307
Hyundai,2014,156951,Petrol,Automatic,3.2,289,SUV,Silver,8,35.8,High,3,0,1,10,8078.182202314048,27.95218755125968,2.52443193822314
BMW,2013,81532,Petrol,CVT,4.0,297,Pickup,Blue,8,10.8,Low,3,0,0,11,20943.625754680204,70.51725843326668,5.235906438670051
Honda,2021,55778,Hybrid,Manual,2.1,320,Wagon,Green,12,39.0,Medium,3,0,1,3,53527.184969388465,167.27245302933895,25.489135699708793
Tesla,2021,37772,Petrol,CVT,3.3,453,Wagon,Brown,6,11.4,Medium,1,1,0,3,88248.45226295435,194.8089453928352,26.741955231198286
Chevrolet,2023,58478,Petrol,Automatic,1.4,279,Convertible,Orange,12,49.9,High,2,0,0,1,50971.92691090956,182.69507853372602,36.40851922207826
Mazda,2013,195425,Hybrid,Automatic,2.7,295,Wagon,Green,6,44.9,Medium,2,0,0,11,15575.927244168615,52.7997533700631,5.768861942284673
Nissan,2021,26762,Electric,Semi-Automatic,4.0,284,Pickup,Silver,4,21.9,High,2,0,0,3,37625.36691132614,132.4836863074864,9.406341727831535
Hyundai,2017,144355,Electric,Semi-Automatic,3.8,492,Pickup,White,8,20.3,Low,3,1,0,7,35947.328898532855,73.06367662303425,9.459823394350751
Ford,2011,194994,Diesel,Semi-Automatic,5.0,495,Sedan,White,4,25.3,Low,3,0,0,13,13765.602526143237,27.8092980326126,2.7531205052286474
Tesla,2010,170492,Petrol,CVT,2.1,295,Hatchback,Brown,6,24.2,Low,2,1,0,14,9741.842392900508,33.02319455220511,4.638972568047861
Mercedes-Benz,2012,55568,Hybrid,Semi-Automatic,3.0,159,Convertible,Yellow,4,24.9,High,3,0,0,12,50954.9292582344,320.4712531964428,16.984976419411467
Mazda,2018,85090,Petrol,Automatic,2.3,346,Pickup,Brown,12,22.7,Medium,1,0,1,6,32185.563631342244,93.02186020619146,13.993723317974888
Mercedes-Benz,2013,20219,LPG,Semi-Automatic,2.8,469,Sedan,Brown,12,34.8,Low,1,1,1,11,23319.04065419775,49.72076898549627,8.328228805070625
Toyota,2019,57169,Petrol,Manual,4.4,458,Convertible,Brown,6,16.6,High,3,1,1,5,28997.2726635406,63.31282240947729,6.590289241713773
Chevrolet,2014,231527,Petrol,Semi-Automatic,3.7,114,Hatchback,Brown,8,43.8,Medium,2,1,0,10,13737.196143415695,120.50172055627803,3.7127557144366743
Subaru,2011,74965,Electric,CVT,4.5,368,Convertible,Brown,12,42.5,Medium,2,1,1,13,18447.422406312544,50.12886523454495,4.099427201402787
Subaru,2013,177912,Hybrid,Manual,1.8,97,Sedan,Red,8,29.1,Medium,1,1,1,11,14301.695659151015,147.44016143454655,7.945386477306119
Nissan,2011,175767,Petrol,Manual,4.5,244,Coupe,Silver,6,44.1,High,3,0,0,13,13103.341554362745,53.70221948509322,2.911853678747277
BMW,2011,236281,Electric,Manual,1.2,92,Pickup,Blue,8,19.9,High,2,0,1,13,15626.120618232111,169.84913715469685,13.021767181860092
Ford,2013,84754,Diesel,CVT,4.6,281,Hatchback,Orange,6,10.7,High,2,1,0,11,12345.189540216003,43.93305886197866,2.683736856568696
Lexus,2015,77988,Electric,Automatic,2.3,308,SUV,Green,4,34.8,Low,3,0,1,9,73304.26760260003,238.00086883961046,31.87142069678262
Nissan,2016,189414,Electric,Semi-Automatic,2.3,425,Hatchback,Brown,6,28.3,High,3,0,1,8,16025.180747467126,37.70630764109912,6.967469890203098
Honda,2019,245588,Electric,Manual,3.0,445,Hatchback,Yellow,4,32.7,Low,2,1,1,5,25663.04717259673,57.66976892718366,8.554349057532242
Honda,2012,150023,Petrol,Manual,4.8,80,Hatchback,Gray,6,46.0,Low,3,1,1,12,9579.147990892541,119.73934988615676,1.995655831435946
Ford,2012,132379,Petrol,Manual,1.2,398,Coupe,Orange,12,48.8,Low,3,1,1,12,22486.792590296147,56.49947887009082,18.73899382524679
Lexus,2019,80388,Diesel,Automatic,2.4,296,Pickup,Gray,12,35.4,High,3,0,0,5,74676.40546475949,252.28515359716044,31.11516894364979
Volkswagen,2015,90768,LPG,Automatic,4.4,113,Sedan,Green,8,40.6,Low,2,1,1,9,24621.043141357866,217.8853375341404,5.595691623035878
BMW,2022,35428,LPG,CVT,2.6,438,Pickup,Green,6,13.4,High,1,0,0,2,105886.24405037722,241.74941564013065,40.72547848091432
Tesla,2021,239779,LPG,Automatic,1.8,345,SUV,Orange,6,16.4,High,3,1,1,3,70060.03124662008,203.07255433802922,38.9222395814556
Hyundai,2012,92021,Diesel,Semi-Automatic,2.7,207,Sedan,Yellow,6,39.3,Low,2,1,0,12,16893.984891104003,81.61345358021258,6.25703144114963
Lexus,2022,118418,LPG,CVT,2.5,291,Convertible,Red,8,27.3,Low,1,1,1,2,110947.18598988753,381.2618075253867,44.37887439595501
Subaru,2011,206846,LPG,CVT,4.7,342,Convertible,White,12,27.8,Low,2,1,1,13,17156.675988173243,50.16571926366446,3.6503565932283495
Mazda,2017,170047,Electric,Semi-Automatic,4.0,391,Convertible,Green,6,22.3,High,2,0,1,7,26823.222247147627,68.60159142492999,6.705805561786907
Volkswagen,2014,248922,Petrol,Semi-Automatic,3.0,159,Sedan,Yellow,8,34.3,High,2,0,1,10,12288.23239041776,77.28448044287899,4.096077463472587
Hyundai,2010,132212,Petrol,Semi-Automatic,5.0,244,Wagon,Green,6,17.4,Low,1,0,1,14,5000.0,20.491803278688526,1.0
Hyundai,2012,155914,Electric,CVT,2.9,492,Coupe,Black,4,35.1,Low,2,1,0,12,15329.528794552587,31.15757885071664,5.286044411914685
Volkswagen,2019,26421,Electric,CVT,1.2,331,Wagon,White,6,17.0,Medium,1,0,1,5,39358.312722433206,118.9072891916411,32.798593935361005
Toyota,2017,1708,Electric,CVT,2.0,91,Pickup,Green,4,12.6,Low,3,0,1,7,56592.42503650727,621.8947806209591,28.296212518253636
Mercedes-Benz,2013,134702,Petrol,Semi-Automatic,2.7,480,Convertible,Yellow,8,23.2,Medium,1,0,0,11,36183.19067440791,75.38164723834981,13.401181731262188
Hyundai,2023,150667,LPG,Semi-Automatic,1.6,383,Coupe,Green,8,19.2,Medium,2,1,1,1,49894.043413694766,130.27165382165737,31.18377713355923
Volkswagen,2016,76021,Electric,Manual,4.8,291,Sedan,Gray,12,45.6,High,1,0,1,8,35001.60980492282,120.28044606502687,7.292002042692253
Lexus,2019,159380,Diesel,Automatic,4.1,361,Convertible,Orange,6,12.2,High,2,1,1,5,37352.10700166529,103.46844044782628,9.110270000406167
Volkswagen,2021,44789,Electric,Manual,2.1,191,Sedan,Orange,8,17.1,Medium,3,1,1,3,54142.69850041206,283.46962565660766,25.782237381148597
Kia,2023,186762,Hybrid,Semi-Automatic,3.4,290,Coupe,Green,12,31.9,Medium,1,0,1,1,57752.80469556834,199.1476023985115,16.986119028108334
Nissan,2023,26086,Electric,CVT,3.9,457,Sedan,Yellow,6,29.2,Low,3,0,0,1,96243.51110410407,210.5984925691555,24.677823360026682
Audi,2011,16859,Petrol,Semi-Automatic,4.8,318,Sedan,Gray,8,11.8,Medium,1,1,1,13,17246.411159862066,54.23399735805681,3.5930023249712635
Toyota,2016,7684,Electric,Automatic,4.5,347,SUV,Red,4,10.3,Low,2,1,0,8,36528.28755314143,105.26884021078223,8.11739723403143
Chevrolet,2014,91088,Hybrid,Manual,3.1,484,Pickup,Red,8,49.5,High,1,1,1,10,31877.547797557054,65.86270206106829,10.283079934695824
Audi,2014,132279,Diesel,Manual,4.1,377,Wagon,Gray,4,36.4,Low,3,0,1,10,15563.190624507784,41.28167274405248,3.7959001523189717
Nissan,2015,46099,LPG,CVT,3.2,396,Wagon,Blue,12,24.6,High,1,1,0,9,15674.320554470189,39.58161756179341,4.898225173271934
Nissan,2022,198568,Electric,Manual,3.2,137,Wagon,Yellow,12,28.8,Medium,3,1,1,2,24701.038775622972,180.29955310673702,7.719074617382179
Nissan,2018,66093,Hybrid,Manual,1.5,113,Hatchback,Red,6,20.7,Medium,3,1,1,6,27903.41481833248,246.93287449851752,18.602276545554986
Audi,2023,160761,Hybrid,Semi-Automatic,1.5,342,SUV,Blue,6,23.8,Medium,2,0,0,1,82385.02072113931,240.89187345362373,54.923347147426206
Ford,2015,48651,Diesel,Manual,3.1,444,Convertible,Yellow,6,36.0,Low,1,1,1,9,41920.76207718755,94.41613080447647,13.522826476512114
Mercedes-Benz,2021,13893,Petrol,Manual,2.1,114,Convertible,Gray,12,45.3,High,3,1,1,3,141523.1140602293,1241.4308250897307,67.39195907629967
Volkswagen,2022,228880,Electric,Manual,1.1,350,Convertible,Brown,4,17.4,High,2,1,0,2,75769.36745454566,216.4839070129876,68.88124314049605
Mazda,2023,66418,Hybrid,CVT,3.9,306,Wagon,Blue,6,43.6,High,2,1,0,1,54342.6588375074,177.5903883578673,13.93401508654036
Mercedes-Benz,2017,125074,Diesel,CVT,1.1,104,Pickup,Blue,6,14.9,High,2,1,1,7,49859.89920571774,479.42210774728596,45.32718109610703
Subaru,2016,103065,LPG,Semi-Automatic,3.4,313,Wagon,Green,12,18.6,High,3,0,1,8,15587.293223747063,49.7996588618117,4.584498006984431
Lexus,2018,130351,Hybrid,Manual,3.2,138,Pickup,Silver,4,11.5,Low,1,0,1,6,21840.62328241028,158.26538610442233,6.8251947757532125
BMW,2013,191083,Diesel,CVT,4.9,330,SUV,Silver,8,15.6,High,3,1,0,11,21764.988545448614,65.95451074378367,4.44183439703033
Ford,2011,38635,Petrol,CVT,2.9,414,Pickup,Yellow,6,46.7,Medium,2,1,0,13,16395.332639180557,39.60225275164386,5.653562979027778
Chevrolet,2016,187187,Petrol,Semi-Automatic,1.3,165,Sedan,Green,8,28.4,High,3,1,1,8,15037.22081731677,91.13467162010163,11.567092936397515
Mercedes-Benz,2015,95071,Hybrid,Automatic,3.2,330,Wagon,Orange,8,13.1,Medium,3,1,1,9,87028.77223638346,263.723552231465,27.196491323869832
Mazda,2010,209477,Hybrid,Manual,4.4,469,Convertible,White,6,48.4,Low,2,1,1,14,19284.10105362295,41.117486255059596,4.382750239459762
Honda,2020,203774,Electric,CVT,5.0,259,Sedan,Brown,12,45.2,Low,1,1,0,4,18633.88897979632,71.94551729651089,3.726777795959264
Nissan,2018,78518,Diesel,Semi-Automatic,2.7,286,Wagon,White,6,40.2,Medium,2,0,0,6,32040.61779946598,112.03013216596497,11.866895481283697
Hyundai,2018,106233,Hybrid,Semi-Automatic,2.3,423,Coupe,Blue,4,47.3,High,2,1,0,6,18674.953054940834,44.14882518898542,8.119544806496014
Subaru,2021,103651,Electric,Semi-Automatic,4.6,228,Hatchback,Black,4,18.8,Low,3,1,1,3,53702.11158755698,235.5355771384078,11.674372084251518
BMW,2011,72805,Electric,CVT,1.8,150,Wagon,Red,6,43.5,Low,2,0,1,13,20988.181368720725,139.92120912480485,11.660100760400402
Toyota,2012,190026,Hybrid,Manual,3.5,200,Coupe,Red,8,37.6,Low,3,0,1,12,18466.170190287812,92.33085095143906,5.276048625796518
Chevrolet,2014,159136,Petrol,Automatic,2.6,332,SUV,Green,4,44.8,High,2,0,0,10,24762.20032739436,74.58494074516373,9.523923202843985
Lexus,2014,122813,Diesel,Manual,1.2,172,Coupe,Silver,4,41.9,Medium,2,0,1,10,13457.076197299712,78.23881510057971,11.214230164416426
BMW,2010,79063,Diesel,Semi-Automatic,2.4,335,SUV,Black,6,23.9,Medium,1,1,0,14,38592.06955573749,115.20020762906714,16.080028981557287
Nissan,2017,2454,Petrol,Semi-Automatic,2.1,333,Wagon,Green,6,41.0,High,2,0,1,7,35474.41535155324,106.52977583049021,16.892578738834874
Hyundai,2021,20878,Hybrid,Automatic,3.7,431,SUV,Blue,12,20.5,Low,1,0,0,3,56868.10513647778,131.94455948138696,15.369758144993995
Ford,2017,182170,Diesel,Manual,4.8,367,Coupe,Black,6,23.1,High,2,0,1,7,30711.034940682654,83.68129411630152,6.398132279308886
Hyundai,2013,193226,Hybrid,Semi-Automatic,2.1,388,Pickup,Red,6,14.3,High,2,1,1,11,17937.920538088318,46.23175396414515,8.5418669228992
Audi,2022,144063,Hybrid,Semi-Automatic,4.2,138,Hatchback,Yellow,4,47.4,Medium,2,1,0,2,91652.15957444542,664.1460838727929,21.821942755820338
Hyundai,2016,68344,Electric,Manual,1.2,148,Sedan,Blue,4,21.6,High,1,1,1,8,29356.469209302675,198.35452168447753,24.463724341085562
Audi,2020,104946,Petrol,Semi-Automatic,3.2,467,Sedan,Green,4,30.8,High,3,0,0,4,58806.73184156626,125.92447931812903,18.377103700489457
Subaru,2019,36593,Hybrid,Manual,1.3,165,Hatchback,Orange,8,25.7,Low,1,1,1,5,45864.5786217643,277.9671431622079,35.28044509366485
Ford,2012,36304,LPG,Semi-Automatic,4.7,353,Convertible,Gray,4,48.4,Low,2,0,1,12,38123.15064643707,107.99759389925515,8.111308648178099
Lexus,2015,161458,Petrol,Manual,4.1,306,Sedan,Blue,4,23.4,Medium,3,0,1,9,16344.549150566216,53.41355931557587,3.986475402577126
Tesla,2023,186292,Diesel,Automatic,3.6,160,Wagon,Blue,6,41.1,Low,2,0,0,1,37813.9264861959,236.33704053872438,10.50386846838775
Nissan,2019,113613,Electric,Semi-Automatic,4.3,193,Convertible,Orange,12,44.2,High,1,0,1,5,62026.334596486544,321.37997200252096,14.424728975927103
Audi,2022,200410,Diesel,Automatic,3.6,263,Wagon,Brown,4,27.4,High,1,1,0,2,101460.48092001461,385.7812962738198,28.18346692222628
Toyota,2019,225361,Diesel,Semi-Automatic,4.9,359,Coupe,Yellow,12,25.1,High,3,1,1,5,15675.54084752722,43.66445918531259,3.199089968883106
Hyundai,2021,152155,Petrol,Semi-Automatic,3.9,401,Coupe,Orange,4,39.9,Medium,1,1,1,3,33798.454441594695,84.2854225476177,8.666270369639665
Hyundai,2023,18354,Diesel,CVT,4.7,476,Convertible,White,4,46.5,Low,2,1,0,1,36021.7605420069,75.67596752522458,7.664204370639766
Toyota,2018,22190,Hybrid,Manual,3.1,397,Convertible,White,12,40.2,High,3,0,1,6,60484.81857784161,152.35470674519297,19.511231799303744
Lexus,2010,6142,Diesel,Automatic,1.5,133,Convertible,Blue,6,19.1,Low,2,0,1,14,39708.70512500778,298.56169266923143,26.472470083338518
Honda,2014,159470,Electric,Automatic,3.1,478,Convertible,Brown,4,45.5,Low,3,0,0,10,27534.00606789951,57.602523154601485,8.881937441257907
Subaru,2013,183043,Electric,Automatic,1.5,276,SUV,Red,12,25.5,Low,3,0,0,11,18538.999502425777,67.17028805226731,12.359333001617184
Volkswagen,2017,41862,LPG,Manual,3.4,466,Pickup,Brown,4,33.0,Low,2,0,1,7,42122.246051108894,90.3910859465856,12.38889589738497
Tesla,2020,229740,Electric,CVT,2.9,372,Convertible,White,8,43.3,Medium,1,1,0,4,53679.57344079514,144.299928604288,18.51019773820522
Chevrolet,2021,184482,Diesel,Automatic,3.5,372,Pickup,Brown,8,17.5,Medium,2,1,0,3,54134.898522402,145.52392075914517,15.467113863543428
Mazda,2010,150575,Electric,Manual,1.0,466,Convertible,Brown,8,41.4,Medium,1,0,1,14,16451.770033652054,35.30422754002586,16.451770033652053
Audi,2018,125438,Petrol,Semi-Automatic,1.8,370,Coupe,Yellow,8,33.8,High,1,0,0,6,64235.06845555245,173.60829312311472,35.68614914197358
Toyota,2015,48456,Electric,Automatic,3.0,259,Wagon,Blue,6,45.7,High,2,1,0,9,33810.741225267026,130.5434024141584,11.270247075089008
Mazda,2013,100167,Hybrid,Automatic,4.8,459,Pickup,Yellow,8,16.9,High,3,1,1,11,25054.658139578867,54.58531185093435,5.2197204457455975
Ford,2021,82035,Petrol,CVT,2.5,491,Coupe,Red,12,26.8,Medium,2,0,0,3,79998.52866683084,162.9297936188001,31.999411466732337
Lexus,2018,236460,LPG,Automatic,2.7,301,Sedan,Red,4,43.3,Low,3,1,0,6,35250.84780739607,117.11245118736237,13.055869558294841
Audi,2020,8016,Hybrid,Automatic,3.9,353,SUV,White,12,10.8,Medium,1,1,1,4,175564.41663788407,497.3496222036376,45.016517086636945
Volkswagen,2014,2384,Diesel,Semi-Automatic,3.4,457,SUV,Green,8,14.5,High,3,0,1,10,20279.52385187974,44.37532571527296,5.964565838788159
Mazda,2014,193392,Diesel,Manual,2.2,323,Wagon,Orange,6,49.6,High,2,0,0,10,10915.08601391881,33.792835956404986,4.961402733599459
Ford,2021,146144,Diesel,Manual,2.6,499,Convertible,Silver,8,21.2,Low,3,1,1,3,49434.89717612902,99.06793021268341,19.013421990818856
BMW,2014,102239,Hybrid,CVT,1.9,496,Coupe,Blue,8,49.0,Medium,1,1,0,10,76301.26012493188,153.83318573574977,40.15855796049046
Nissan,2010,111431,Hybrid,Semi-Automatic,4.9,233,Sedan,Green,6,17.3,Low,1,0,0,14,13098.435921546146,56.21646318260149,2.6731501880706423
Hyundai,2010,80018,Hybrid,Manual,1.5,383,Coupe,Blue,6,24.4,Medium,3,1,0,14,21026.747483053427,54.9001239766408,14.017831655368951
BMW,2017,40510,Petrol,Semi-Automatic,2.5,352,Convertible,Orange,6,40.1,High,1,1,0,7,107427.51643017221,305.19180804026195,42.97100657206889
Audi,2021,180005,Petrol,Manual,1.1,214,Convertible,Orange,6,36.3,Low,1,1,1,3,74497.61870933177,348.11971359500825,67.72510791757433
Volkswagen,2017,21826,Diesel,Semi-Automatic,1.9,392,Hatchback,Black,6,33.2,Low,3,0,1,7,41334.04732881144,105.44399828778428,21.75476175200602
Tesla,2021,68026,Electric,CVT,4.1,87,Coupe,Yellow,6,31.2,Medium,1,1,0,3,184306.78068694536,2118.4687435281076,44.95287333827936
Mazda,2015,121668,Diesel,Automatic,1.8,207,Wagon,White,4,43.7,Medium,3,1,1,9,26308.475006957855,127.0940821592167,14.615819448309919
Subaru,2021,242700,LPG,CVT,1.3,452,Coupe,Black,8,19.4,Medium,3,0,0,3,31838.358465465266,70.43884616253378,24.49104497343482
Nissan,2020,156590,Petrol,Manual,2.9,135,SUV,Red,8,27.7,High,1,0,0,4,33291.858624910776,246.60636018452428,11.479951249969233
Audi,2022,24045,Hybrid,CVT,1.0,205,Sedan,Silver,6,16.2,Medium,3,1,1,2,58364.390058459925,284.704341748585,58.364390058459925
Lexus,2013,181948,Petrol,Automatic,1.3,238,Pickup,White,12,33.8,High,1,0,1,11,23760.02243344759,99.8320270312924,18.276940333421223
Toyota,2011,223518,Hybrid,CVT,4.2,138,Wagon,Red,6,20.0,Medium,1,0,0,13,6815.485670280291,49.38757732087167,1.6227346834000693
Subaru,2023,90102,LPG,Manual,4.1,137,Hatchback,Brown,4,23.4,Medium,1,1,1,1,21015.345399239442,153.39668174627332,5.125693999814498
Subaru,2011,51919,LPG,Manual,4.7,219,Sedan,Yellow,12,28.9,High,2,0,0,13,15749.255273107688,71.91440763976114,3.350905377256955
Subaru,2018,99441,Petrol,CVT,4.4,255,Sedan,Yellow,4,11.1,Medium,1,1,1,6,31747.023459706717,124.49813121453614,7.2152326044788
Mercedes-Benz,2014,158175,Hybrid,Automatic,3.7,494,Pickup,Yellow,12,13.7,High,3,1,1,10,35592.32720580548,72.04924535588154,9.61954789346094
Audi,2013,249877,LPG,CVT,1.2,187,SUV,Black,12,37.4,High,3,0,0,11,13608.53390414443,72.77290857831245,11.340444920120358
Nissan,2019,167260,Diesel,Automatic,4.1,290,SUV,Gray,6,27.2,Medium,3,1,1,5,43249.44245721606,149.13600847315882,10.548644501760014
Hyundai,2022,136917,Diesel,Semi-Automatic,4.4,153,SUV,Green,4,44.6,Medium,2,1,1,2,46893.980388221644,306.49660384458593,10.657722815504918
Hyundai,2010,217770,Hybrid,Automatic,4.2,246,Wagon,Orange,12,37.8,Low,2,1,0,14,5000.0,20.32520325203252,1.1904761904761905
Audi,2016,167746,Petrol,Semi-Automatic,3.0,483,Coupe,Silver,4,10.3,Medium,3,1,0,8,61484.54407581614,127.2971927035531,20.49484802527205
Ford,2012,118325,LPG,CVT,1.9,436,Sedan,Orange,6,34.7,Low,3,1,0,12,11780.80441997688,27.020193623800182,6.2004233789351995
Mercedes-Benz,2015,19337,Petrol,Automatic,4.4,383,Coupe,Gray,6,13.7,Medium,2,0,0,9,75878.57540803483,198.11638487737554,17.24513077455337
Toyota,2014,153385,Diesel,Semi-Automatic,3.9,312,Coupe,Brown,6,41.2,High,3,0,0,10,23260.50847327059,74.55291177330318,5.964232941864254
Subaru,2014,158015,LPG,Semi-Automatic,4.9,406,SUV,Brown,6,49.7,High,1,1,0,10,27080.90649505719,66.70174013560884,5.526715611236161
Subaru,2020,77949,Petrol,Semi-Automatic,1.6,451,Coupe,Brown,8,31.2,Low,1,1,1,4,72472.45580773658,160.692806669039,45.295284879835364
Audi,2014,276,Electric,Manual,1.9,261,Sedan,White,12,37.3,Medium,3,0,0,10,34856.667859354544,133.55045156840822,18.345614662818182
Ford,2010,51151,Hybrid,CVT,1.8,201,Sedan,Red,8,19.5,Low,1,1,0,14,21237.426102016438,105.65883632843999,11.798570056675798
